Company,Board of Directors or Executive Management,Position,Approximate Categorization,Special Area,Name,Nationality,Year of Birth,Educational Background,Gender,Remarks
Handelsbanken,Board of Directors,Board Member,Board Member,Board Member,Anna Hjelmberg,Sweden,1969,N/A,Female,
Handelsbanken,Board of Directors,Board Member,Board Member,Board Member,Louise Lindh,Sweden,1979,Business,Female,
Handelsbanken,Board of Directors,Board Member,Board Member,Board Member,Lena Renström,Sweden,1965,Business,Female,
Handelsbanken,Board of Directors,Board Member,Board Member,Board Member,Ulf Riese,Sweden,1959,Business,Male,
Handelsbanken,Executive Management,"Country General Manager, Norway",Business Unit Head,Country Head,Arild Andersen,Norway,1966,N/A,Male,
Handelsbanken,Executive Management,Chief Credit Officer & EVP,Support Function,"Other: ""Credit Officer""",Per Beckman,Sweden,1962,N/A,Male,
Handelsbanken,Executive Management,Chief Sustainability & Climate Officer,Support Function,Sustainability,Catharina Belfrage Sahlstrand,Sweden,1981,N/A,Female,
Handelsbanken,Executive Management,Chief Compliance Officer,Support Function,Legal Affairs,Monika Bergström,Sweden,1962,N/A,Female,
Handelsbanken,Executive Management,Chief Financial Officer (CFO) & EVP,Support Function,Finance,Carl Cederschiöld,Sweden,1973,N/A,Male,
Handelsbanken,Executive Management,Chief Human Resources Officer,Support Function,HR,Cecilia Lundin,Sweden,1970,N/A,Female,
Handelsbanken,Executive Management,Chief Information Officer,Support Function,Innovation,Mattias Forsberg,Sweden,1972,N/A,Male,
Handelsbanken,Executive Management,President & CEO (from Jan 2024),CEO,CEO,Michael Green,Sweden,1966,N/A,Male,
Handelsbanken,Executive Management,Chief Risk Officer (CRO),Support Function,"Other: ""Risk Management""",Maria Hedin,Sweden,1964,N/A,Female,
Handelsbanken,Executive Management,Head of Capital Markets,Business Unit Head,"Other: ""Capital Markets""",Dan Lindwall,Sweden,1965,N/A,Male,
Handelsbanken,Executive Management,Chief Strategy Officer,Support Function,"Other: ""Strategy""",Martin Noréus,Sweden,1974,N/A,Male,
Handelsbanken,Executive Management,Head of Products & Offerings,Business Unit Head,"Other: ""Products & Offerings""",Anna Possne,Sweden,1984,N/A,Female,
Handelsbanken,Executive Management,"CEO, Handelsbanken plc (UK)",Business Unit Head,Country Head,Mikael Sörensen,Sweden,1966,N/A,Male,
Handelsbanken,Executive Management,Chief Legal Officer,Support Function,Legal Affairs,Martin Wasteson,Sweden,1971,N/A,Male,
Sweco,Board of Directors,Chairman,Chair,Board of Directors Member,Johan Nordström,Sweden (predicted),1966,Business,Male,
Sweco,Board of Directors,Board Member,Board Member,Board Member,Christine Wolff,Germany (predicted),1960,"Business, Sciences",Female,
Sweco,Board of Directors,Board Member,Board Member,Board Member,Åsa Bergman,Sweden (predicted),1967,Engineering,Female,
Sweco,Board of Directors,Board Member,Board Member,Board Member,Alf Göransson,Sweden (predicted),1957,Business,Male,
Sweco,Board of Directors,Board Member,Board Member,Board Member,Johan Hjertonsson,Sweden (predicted),1968,Business,Male,
Sweco,Board of Directors,Board Member,Board Member,Board Member,Susanne Pahlén Åklundh,Sweden (predicted),1960,Engineering,Female,
Sweco,Board of Directors,Board Member,Board Member,Board Member,Johan Wall,Sweden (predicted),1964,Engineering,Male,
Sweco,Executive Management,President & CEO,CEO,CEO,Åsa Bergman,Sweden (predicted),1967,N/A,Female,
Sweco,Executive Management,"President, Germany & Central Europe",Business Unit Head,Country Head,Julia Zantke,Germany (predicted),1970,N/A,Female,
Sweco,Executive Management,"President, Finland",Business Unit Head,Country Head,Thomas Hietto,Finland (predicted),1967,N/A,Male,
Sweco,Executive Management,"President, Norway",Business Unit Head,Country Head,Rasmus Nord,Norway (predicted),1978,N/A,Male,
Sweco,Executive Management,"President, Netherlands",Business Unit Head,Country Head,Eugene Grüter,Netherlands (predicted),1959,N/A,Male,
Sweco,Executive Management,"President, UK",Business Unit Head,Country Head,Max Joy,UK (predicted),1969,N/A,Male,
Sweco,Executive Management,"President, Belgium",Business Unit Head,Country Head,Erwin Malcorps,Belgium (predicted),1973,N/A,Male,
Sweco,Executive Management,"President, Sweden",Business Unit Head,Country Head,Ann-Louise Löökholm-Klasson,Sweden (predicted),1971,N/A,Female,
Sweco,Executive Management,Chief Financial Officer (CFO),Support Function,Finance,Olof Stålnacke,Sweden (predicted),1965,N/A,Male,
Sweco,Executive Management,"President, Denmark",Business Unit Head,Country Head,Dariush Rezai,Denmark (predicted),1975,N/A,Male,
Sweco,Executive Management,Chief Communication Officer,Support Function,Comms and Marketing,Marcela Sylvander,Sweden (predicted),1966,N/A,Female,
Sweco,Executive Management,General Counsel,Support Function,Legal Affairs,Lisa Lagerwall,Sweden (predicted),1972,N/A,Female,
Sweco,Executive Management,Chief HR Officer,Support Function,Human Resources,Helene Hasselskog,Sweden (predicted),1968,N/A,Female,
Sweco,Executive Management,Chief Strategy Officer,Support Function,Strategy,Sam Saatchi,Sweden (predicted),1985,N/A,Male,
Swedbank,Board of Directors,Chair,Chair,Board of Directors Member,Göran Persson,Sweden (predicted),1949,Humanities,Male,
Swedbank,Board of Directors,Vice Chair,Vice Chair,Board of Directors Member,Biörn Riese,Sweden (predicted),1953,"Law, Business",Male,
Swedbank,Board of Directors,Board Member,Board Member,Other: CEO,Göran Bengtsson,Sweden (predicted),1967,Business,Male,
Swedbank,Board of Directors,Board Member,Board Member,Other: Finance Journalist,Annika Creutzer,Sweden (predicted),1957,Business,Female,
Swedbank,Board of Directors,Board Member,Board Member,Other: Investment,Hans Eckerström,Sweden (predicted),1972,"Engineering, Business",Male,
Swedbank,Board of Directors,Board Member,Board Member,Other: Compliance,Kerstin Hermansson,Sweden (predicted),1957,Law,Female,
Swedbank,Board of Directors,Board Member,Board Member,Other: Real Estate,Helena Liljedahl,Sweden (predicted),1969,Business,Female,
Swedbank,Board of Directors,Board Member,Board Member,Other: Director,Bengt Erik Lindgren,Sweden (predicted),1950,Business,Male,
Swedbank,Board of Directors,Board Member,Board Member,Other: Digital Change,Anna Mossberg,Sweden (predicted),1972,"Business, Engineering",Female,
Swedbank,Board of Directors,Board Member,Board Member,Other: Agriculture/Forestry,Per Olof Nyman,Sweden (predicted),1956,"Business, Law",Male,
Swedbank,Board of Directors,Board Member,Board Member,Other: Real Estate,Biljana Pehrsson,Sweden (predicted),1970,Engineering,Female,
Swedbank,Executive Management,President and CEO,CEO,CEO,Jens Henriksson,Sweden (predicted),1967,"Business, Engineering",Male,
Swedbank,Executive Management,Vice President and Deputy CEO,Support Function,Other: Deputy CEO,Tomas Hedberg,Sweden (predicted),1963,Business,Male,
Swedbank,Executive Management,Acting Head of Anti-Financial Crime,Support Function,Other: Anti-Financial Crime,Sandra Almström,Sweden (predicted),1980,Business,Female,
Swedbank,Executive Management,Chief Compliance Officer,Support Function,Legal Affairs,Britta Hjorth-Larsen,Sweden (predicted),1965,"Law, Business",Female,
Swedbank,Executive Management,Chief Financial Officer (CFO),Support Function,Finance,Anders Karlsson,Sweden (predicted),1966,Business,Male,
Swedbank,Executive Management,Head of Baltic Banking,Business Unit Head,Country Head,Jon Lidefelt,Sweden (predicted),1973,Engineering,Male,
Swedbank,Executive Management,Head of Corporates & Institutions,Business Unit Head,Sales,Bo Bengtsson,Sweden (predicted),1966,Business,Male,
Swedbank,Executive Management,Head of Swedish Banking,Business Unit Head,Sales,Mikael Björknert,Sweden (predicted),1966,Business,Male,
Swedbank,Executive Management,Chief Credit Officer,Support Function,Other: Credit,Lars-Erik Danielsson,Sweden (predicted),1962,Business,Male,
Swedbank,Executive Management,Director of Communications & Sustainability,Support Function,Comms and Marketing,Erik Ljungberg,Sweden (predicted),1971,Business,Male,
Swedbank,Executive Management,Chief Information Officer,Support Function,Innovation,Lotta Lovén,Sweden (predicted),1967,Other: Market Economist,Female,
Swedbank,Executive Management,Chief Risk Officer,Support Function,Other: Risk Management,Rolf Marquardt,Sweden (predicted),1964,Business,Male,
Swedbank,Executive Management,Chief Legal Officer,Support Function,Legal Affairs,Charlotte Rydin,Sweden (predicted),1968,Law,Female,
Swedbank,Executive Management,Head of Group HR & Infrastructure,Support Function,Human Resources,Carina Strand,Sweden (predicted),1964,Business,Female,
Swedbank,Executive Management,Head of Group Products & Advice,Business Unit Head,Sales,Kerstin Winlöf,Sweden (predicted),1966,Business,Female,
Sobi,Board of Directors,Chair,Chair,Board of Directors Member,Annette Clancy,UK,1954,Sciences,Female,
Sobi,Board of Directors,Board Member,Board Member,Other: CEO,Christophe Bourdon,"France, Germany",1970,Business,Male,
Sobi,Board of Directors,Board Member,Board Member,Other: CFO,Helena Saxon,Sweden,1970,Business,Female,
Sobi,Board of Directors,Board Member,Board Member,Other: CEO,Staffan Schüberg,Sweden,1969,Business,Male,
Sobi,Board of Directors,Board Member,Board Member,Other: Managing Director,Filippa Stenberg,Sweden,1985,Business,Female,
Sobi,Board of Directors,Board Member,Board Member,Other: Chief Medical Officer,Anders Ullman,Sweden,1956,Medicine,Male,
Sobi,Board of Directors,Board Member,Board Member,Other: CEO,Zlatko Rihter,Sweden,1970,Engineering,Male,
Sobi,Executive Management,Chief Executive Officer (CEO),CEO,CEO,Guido Oelkers,Germany,1965,Business,Male,
Sobi,Executive Management,Chief Financial Officer (CFO),Support Function,Finance,Henrik Stenqvist,Sweden,1967,Business,Male,
Sobi,Executive Management,"Chief Medical Officer (CMO), Head of R&D",Support Function,Other: Medicine,Lydia Adab-Franch,Spain,1971,"Medicine, Business",Female,
Sobi,Executive Management,Head of North America,Business Unit Head,Country Head,Duane H. Barnes,USA,1960,"Business, Sciences",Male,
Sobi,Executive Management,Head of Human Resources,Support Function,Human Resources,Lena Bjurner,Sweden,1968,Business,Female,
Sobi,Executive Management,Head of Europe,Business Unit Head,Country Head,Sofiane Fahmy,France,1972,"Sciences, Business",Male,
Sobi,Executive Management,"General Counsel, Head of Legal Affairs",Support Function,Legal Affairs,Torbjörn Hallberg,Sweden,1969,Law,Male,
Sobi,Executive Management,Head of Strategic Transformation,Support Function,Other: Strategic Transformation,Mahmood Ladha,USA,1964,Business,Male,
Sobi,Executive Management,Head of International,Business Unit Head,Country Head,Norbert Oppitz,Austria,1967,Business,Male,
Sobi,Executive Management,Head of Strategy and Corporate Development,Support Function,Other: Strategy,Daniel Rankin,"Slovakia, UK",1980,Sciences,Male,
Sobi,Executive Management,Senior Scientific and Medical Advisor,Support Function,Other: Medicine,Armin Reininger,Germany,1957,Medicine,Male,
Sobi,Executive Management,Head of Technical Operations,Support Function,Other: Technical Operations,Christine Wesström,Sweden,1975,Engineering,Female,
Systemair,Board of Directors,Chairman,Chair,Board of Directors Member,Gerald Engström,Sweden (predicted),1948,"Engineering, Business",Male,
Systemair,Board of Directors,Vice Chairman,Vice Chair,Board of Directors Member,Patrik Nolåker,Sweden (predicted),1963,"Engineering, Business",Male,
Systemair,Board of Directors,Director,Board Member,Other: CEO,Niklas Engström,Sweden (predicted),1978,Business,Male,
Systemair,Board of Directors,Director,Board Member,Other: Chair,Carina Andersson,Sweden (predicted),1964,Engineering,Female,
Systemair,Board of Directors,Director,Board Member,Other: Chair,Gunilla Spongh,Sweden (predicted),1966,Business,Female,
Systemair,Board of Directors,Employee Representative,Board Member,Other: Materials Handler,Ricky Sten,Sweden (predicted),1968,N/A,Male,
Systemair,Board of Directors,Employee Representative,Board Member,Other: Electrical Engineer,Daniel Wilhelmsson,Sweden (predicted),1973,N/A,Male,
Systemair,Executive Management,Vice President Sales,Business Unit Head,Sales,Olle Glassel,Sweden (predicted),1966,"Engineering, Business",Male,
Systemair,Executive Management,President and CEO,CEO,CEO,Roland Kasper,Germany (predicted),1969,Engineering,Male,
Systemair,Executive Management,Vice President M&A,Support Function,Other: M&A,Ulrika Hellman,Sweden (predicted),1969,"Engineering, Business",Female,
Systemair,Executive Management,Vice President Global Supply Chain,Support Function,Other: Supply Chain,Anders Gustafsson,Sweden (predicted),1964,Engineering,Male,
Systemair,Executive Management,Vice President Products and Technologies,Business Unit Head,Other: Product Management,Martin Dahlgren,Sweden (predicted),1966,"Engineering, Business",Male,
Systemair,Executive Management,Chief Financial Officer (CFO),Support Function,Finance,Anders Ulff,Sweden (predicted),1967,Business,Male,
Systemair,Executive Management,"Vice President Marketing, Director Frico",Business Unit Head,Other: Marketing,Bjørn-Osvald Skandsen,Norway (predicted),1973,"Engineering, Business",Male,
Tele2,Board of Directors,Chairman,Chair,Board of Directors Member,Thomas Reynaud,France,1973,Business,Male,
Tele2,Board of Directors,Board Member,Board Member,Other: CEO,Stina Bergfors,Sweden,1972,Business,Female,
Tele2,Board of Directors,Board Member,Board Member,Other: Deputy CEO,Aude Durand,France,1992,"Engineering, Business",Female,
Tele2,Board of Directors,Board Member,Board Member,Other: CEO,Jean Marc Harion,France,1961,"Humanities, Business",Male,
Tele2,Board of Directors,Board Member,Board Member,Other: Board Member,Nicholas Högberg,Sweden,1970,Business,Male,
Tele2,Board of Directors,Board Member,Board Member,Other: GCIO,Sam Kini,UK,1974,Business,Male,
Tele2,Board of Directors,Board Member,Board Member,Other: Board Member,Eva Lindqvist,Sweden,1958,"Engineering, Business",Female,
Tele2,Board of Directors,Board Member,Board Member,Other: CEO,Lars-Åke Norling,Sweden,1968,"Engineering, Business",Male,
Tele2,Executive Management,"President and CEO, Tele2 Group",CEO,CEO,Kjell Johnsen,Norway (predicted),1968,N/A,Male,
Tele2,Executive Management,"Executive Vice President, People & Change",Support Function,Human Resources,Jenny Garneij,Sweden (predicted),1973,N/A,Female,
Tele2,Executive Management,"Executive Vice President, Group CFO",Support Function,Finance,Charlotte Hansson,Sweden (predicted),1969,N/A,Female,
Tele2,Executive Management,"Executive Vice President, Chief Commercial Officer",Business Unit Head,Sales,Hendrik de Groot,Netherlands (predicted),1965,N/A,Male,
Tele2,Executive Management,"Executive Vice President, Chief Operations",Support Function,Other: Operations,Kim Hagberg,Sweden (predicted),1966,N/A,Female,
Tele2,Executive Management,"Executive Vice President, Tele2 B2B",Business Unit Head,Sales,Stefan Trampus,Sweden (predicted),1969,N/A,Male,
Tele2,Executive Management,"Executive Vice President, CTIO",Support Function,Innovation,Yogesh Malik,India (predicted),1972,N/A,Male,
Tele2,Executive Management,"Executive Vice President, Corporate Affairs",Support Function,Other: Corporate Affairs,Torkel Sigurd,Sweden (predicted),1975,N/A,Male,
Tele2,Executive Management,"Executive Vice President, Communications & Sustainability",Support Function,Comms and Marketing,Johan Gustafsson,Sweden (predicted),1986,N/A,Male,
Tele2,Executive Management,Chief Culture & HR Business Advisory,Support Function,Human Resources,Nathalie Dahmm,Sweden (predicted),1973,N/A,Female,
Telia Company,Board of Directors,Chair of the Board of Directors,Chair,Chair,Lars-Johan Jarnheimer,Sweden,1960,"Business, Engineering",Male,
Telia Company,Board of Directors,Vice-Chair of the Board of Directors,Vice Chair,Vice Chair,Ingrid Bonde,Sweden,1959,Business,Female,
Telia Company,Board of Directors,Board Member,Board Member,Board Member,Johannes Ametsreiter,Austria,1967,"Humanities, Business",Male,
Telia Company,Board of Directors,Board Member,Board Member,Board Member,Stefan Carlsson,Sweden,1956,Business,Male,
Telia Company,Board of Directors,Board Member,Board Member,Board Member,Luisa Delgado,"Switzerland, Portugal",1966,Law,Female,
Telia Company,Board of Directors,Board Member,Board Member,Board Member,Sarah Eccleston,UK,1970,Engineering,Female,
Telia Company,Board of Directors,Board Member,Board Member,Board Member,Tomas Eliasson,Sweden,1962,Business,Male,
Telia Company,Board of Directors,Board Member,Board Member,Board Member,Rickard Gustafson,Sweden,1964,N/A,Male,
Telia Company,Board of Directors,Board Member,Board Member,Board Member,Jeanette Jäger,Sweden,1969,Business,Female,
Telia Company,Board of Directors,Board Member,Board Member,Board Member,Jimmy Maymann,Denmark,1971,Business,Male,
Telia Company,Executive Management,President and CEO,CEO,CEO,Patrik Hofbauer,Sweden,1968,Business,Male,
Telia Company,Executive Management,"EVP, Group General Counsel and Head of Corporate Affairs",Support Function,Legal Affairs,Stefan Backman,Sweden,1975,Law,Male,
Telia Company,Executive Management,"SVP, Head of TV & Media",Business Unit Head,Other: TV & Media,Mathias Berg,Sweden,1975,Business,Male,
Telia Company,Executive Management,"EVP, Group CFO",Support Function,Finance,Eric Hageman,Netherlands,1970,Business,Male,
Telia Company,Executive Management,"EVP, Head of Telia Sweden",Business Unit Head,Country Head,Anders Olsson,Sweden,1969,Business,Male,
Telia Company,Executive Management,"SVP, Head of Telia Finland",Business Unit Head,Country Head,Heli Partanen,Finland,1972,N/A,Female,
Telia Company,Executive Management,"SVP, Head of Communications, Brand, and Sustainability",Support Function,Comms and Marketing,Ola Rembe,Sweden,1969,"Humanities, Business",Male,
Telia Company,Executive Management,"SVP, Chief People Officer",Support Function,Human Resources,Maria Romberg Ewerth,Sweden,1978,"Human Resources, Business",Female,
Telia Company,Executive Management,"SVP, Head of Telia Norway",Business Unit Head,Country Head,Stein-Erik Vellan,Norway,1965,Business,Male,
Thule Group,Board of Directors,Chair of the Board of Directors,Chair,Chair,Hans Eckerström,Sweden (predicted),1972,"Business, Engineering",Male,
Thule Group,Board of Directors,Board Member,Board Member,Board Member,Anders Jensen,Sweden (predicted),1977,Business,Male,
Thule Group,Board of Directors,Board Member,Board Member,Board Member,Sarah McPhee,Sweden (predicted),1954,Business,Female,
Thule Group,Board of Directors,Board Member,Board Member,Board Member,Heléne Mellquist,Sweden (predicted),1964,Business,Female,
Thule Group,Board of Directors,Board Member,Board Member,Board Member,Johan Westman,Sweden (predicted),1973,"Business, Engineering",Male,
Thule Group,Board of Directors,Board Member,Board Member,Board Member,Helene Willberg,Sweden (predicted),1967,Business,Female,
Thule Group,Executive Management,Chief Executive Officer and President,CEO,CEO,Mattias Ankarberg,Sweden (predicted),1976,Business,Male,
Thule Group,Executive Management,Senior Vice President HR,Support Function,Human Resources,Helena Dino,Sweden (predicted),1967,Business,Female,
Thule Group,Executive Management,President Region Americas,Business Unit Head,Other: President Region,Hilary Hartley,USA (predicted),1967,Business,Female,
Thule Group,Executive Management,Vice President Category Management,Business Unit Head,Other: Category Management,Aden Johnson,USA (predicted),1985,Humanities,Male,
Thule Group,Executive Management,Senior Vice President Commercial,Business Unit Head,Sales,Daniel Larsson,Sweden (predicted),1975,Business,Male,
Thule Group,Executive Management,Chief Financial Officer,Support Function,Finance,Toby Lawton,UK (predicted),1974,"Sciences, Business",Male,
Thule Group,Executive Management,"Vice President, Business Unit Recreational Vehicle, RV Products",Business Unit Head,Other: RV Products,Filip Van der Linden,Belgium (predicted),1963,Business,Male,
Thule Group,Executive Management,Vice President Global Brand,Support Function,Comms and Marketing,Tina Liselius,Sweden (predicted),1975,Humanities,Female,
Thule Group,Executive Management,Senior Vice President Product Development,Business Unit Head,Other: Product Development,Karl-Johan Magnusson,Sweden (predicted),1972,Engineering,Male,
TietoEVRY Corporation,Board of Directors,Board of Directors and RC Chairperson,Board Member,Chair,Tomas Franzén,Sweden,1962,Engineering,Male,
TietoEVRY Corporation,Board of Directors,"Deputy Chairperson, ARC Chairperson",Board Member,Vice Chair,Harri-Pekka Kaukonen,Finland,1963,Engineering,Male,
TietoEVRY Corporation,Board of Directors,Board Member,Board Member,Board Member,Bertil Carlsén,Sweden,1960,Business,Male,
TietoEVRY Corporation,Board of Directors,Board Member,Board Member,Board Member,Elisabetta Castiglioni,Italy,1964,Engineering,Female,
TietoEVRY Corporation,Board of Directors,Board Member,Board Member,Board Member,Liselotte Hägertz Engstam,Sweden,1960,Engineering,Female,
TietoEVRY Corporation,Board of Directors,Board Member,Board Member,Board Member,Katharina Mosheim,Austria,1976,Business,Female,
TietoEVRY Corporation,Board of Directors,Board Member,Board Member,Board Member,Gustav Moss,Sweden,1988,Business,Male,
TietoEVRY Corporation,Board of Directors,Board Member,Board Member,Board Member,Petter Söderström,Finland,1976,Business,Male,
TietoEVRY Corporation,Executive Management,President and CEO,CEO,CEO,Kimmo Alkio,Finland,1963,Business,Male,
TietoEVRY Corporation,Executive Management,"Managing Director, Tietoevry Banking",Business Unit Head,Other: Managing Director,Klaus Andersen,Denmark,1964,Engineering,Male,
TietoEVRY Corporation,Executive Management,Head of Strategy,Support Function,Other: Strategy,Kishore Ghadiyaram,India,1972,Sciences,Male,
TietoEVRY Corporation,Executive Management,"Managing Director, Tietoevry Industry",Business Unit Head,Other: Managing Director,Carsten Henke,Germany,1968,Sciences,Male,
TietoEVRY Corporation,Executive Management,Chief Financial Officer,Support Function,Finance,Tomi Hyryläinen,Finland,1970,Business,Male,
TietoEVRY Corporation,Executive Management,"Managing Director, Tietoevry Care",Business Unit Head,Other: Managing Director,Ari Järvelä,Finland,1969,Engineering,Male,
TietoEVRY Corporation,Executive Management,"Managing Director, Tietoevry Tech Services",Business Unit Head,Other: Managing Director,Satu Kiiskinen,Finland,1965,Business,Female,
TietoEVRY Corporation,Executive Management,"Managing Director, Tietoevry Create",Business Unit Head,Other: Managing Director,Christian Pedersen,Norway,1974,Engineering,Male,
TietoEVRY Corporation,Executive Management,Head of HR,Support Function,Human Resources,Trond Vinje,Norway,1968,Humanities,Male,
TRATON SE,Executive Management,Chief Executive Officer of TRATON SE and Scania,CEO,CEO,Christian Levin,Sweden,1967,"Business, Engineering",Male,
TRATON SE,Executive Management,"Member of the Executive Board of Directors, Finance, Business Development & HR",Support Function,"Finance, Human Resources",Michael Jackstein,Germany,1977,Business,Male,
TRATON SE,Executive Management,"Member of the Executive Board of Directors, Group Product Management",Business Unit Head,Other: Product Management,Catharina Modahl Nilsson,Sweden,1963,Engineering,Female,
TRATON SE,Executive Management,"Member of the Executive Board of Directors, Chief Executive Officer MAN",Business Unit Head,Other: CEO of MAN,Alexander Vlaskamp,Germany,1971,Engineering,Male,
TRATON SE,Executive Management,"Member of the Executive Board of Directors, Chief Executive Officer of Navistar International Corporation",Business Unit Head,Other: CEO of Navistar,Mathias Carlbaum,Sweden,1972,Business,Male,
TRATON SE,Executive Management,"Member of the Executive Board of Directors, Chief Executive Officer Volkswagen Truck & Bus",Business Unit Head,Other: CEO of VW Truck & Bus,Antonio Roberto Cortes,Brazil,1955,Business,Male,
TRATON SE,Board of Directors,Chairman of the Supervisory Board of Directors,Board Member,Chair,Hans Dieter Pötsch,Germany,1951,Engineering,Male,
TRATON SE,Board of Directors,Deputy Chairman of the Supervisory Board of Directors,Board Member,Vice Chair,Jürgen Kerner,Germany,1969,Other: Electronics,Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Ödgärd Andersson,Sweden,1972,Engineering,Female,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Manfred Döss,Germany,1958,Law,Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Gunnar Kilian,Germany,1975,Other: Communications,Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Albert Xaver Kirchmann,Germany,1956,"Business, Engineering",Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Julia Kuhn-Piëch,Austria,1981,Law,Female,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Nina Macpherson,Sweden,1958,Law,Female,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Christian Porsche,Germany,1974,"Medicine, Sciences",Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Wolf-Michael Schmid,Germany,1947,Business,Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Frank Witter,Germany,1959,Business,Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Torsten Bechstädt,Germany,1973,Business,Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Mari Carlquist,Sweden,1969,N/A,Female,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Daniela Cavallo,Germany,1975,Business,Female,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Lisa Lorentzon,Sweden,1982,Sciences,Female,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Bo Luthin,Sweden,1967,N/A,Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Michael Lyngsie,Sweden,1977,N/A,Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Karina Schnur,Germany,1977,N/A,Female,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Josef Sedlmaier,Germany,1964,N/A,Male,
TRATON SE,Board of Directors,Member of the Supervisory Board of Directors,Board Member,Board Member,Markus Wansch,Germany,1971,N/A,Male,
Trelleborg AB,Board of Directors,Chairman,Board Member,Chair,Johan Malmquist,Sweden,1961,Business,Male,
Trelleborg AB,Board of Directors,Board Member,Board Member,Board Member,Gunilla Fransson,Sweden,1960,Engineering,Female,
Trelleborg AB,Board of Directors,Board Member,Board Member,Board Member,Monica Gimre,Sweden,1960,Engineering,Female,
Trelleborg AB,Board of Directors,Board Member,Board Member,Board Member,Henrik Lange,Sweden,1961,Business,Male,
Trelleborg AB,Board of Directors,President and CEO,Board Member,Board Member,Peter Nilsson,Sweden,1966,Engineering,Male,
Trelleborg AB,Board of Directors,Board Member,Board Member,Board Member,Anne Mette Olesen,Denmark,1964,"Business, Engineering",Female,
Trelleborg AB,Board of Directors,Board Member,Board Member,Board Member,Jan Ståhlberg,Sweden,1962,Business,Male,
Trelleborg AB,Executive Management,President and CEO,CEO,CEO,Peter Nilsson,Sweden,1966,Engineering,Male,
Trelleborg AB,Executive Management,Chief Financial Officer (CFO),Support Function,Finance,Fredrik Nilsson,Sweden,1977,Business,Male,
Trelleborg AB,Executive Management,"Business Area President, Trelleborg Industrial Solutions",Business Unit Head,Other: Business Unit Head,Jean-Paul Mindermann,Germany,1965,Business,Male,
Trelleborg AB,Executive Management,"Business Area President, Trelleborg Medical Solutions",Business Unit Head,Other: Business Unit Head,Linda Muroski,USA,1967,Business,Female,
Trelleborg AB,Executive Management,"Business Area President, Trelleborg Sealing Solutions",Business Unit Head,Other: Business Unit Head,Jürgen Bosch,Germany,1968,"Engineering, Business",Male,
Trelleborg AB,Executive Management,"Senior Vice President, General Counsel",Support Function,Legal Affairs,Katarina Olsson,Sweden,1971,Law,Female,
Trelleborg AB,Executive Management,"Senior Vice President, Communications & Human Resources",Support Function,"Comms and Marketing, Human Resources",Patrik Romberg,Sweden,1966,"Business, Humanities",Male,
Troax Group,Board of Directors,Chairman,Board Member,Chair,Anders Mörck,Sweden (predicted),1963,Business,Male,
Troax Group,Board of Directors,Board Member,Board Member,Board Member,Thomas Widstrand,Sweden (predicted),1957,Business,Male,
Troax Group,Board of Directors,Board Member,Board Member,Board Member,Anna Stålenbring,Sweden (predicted),1961,Business,Female,
Troax Group,Board of Directors,Board Member,Board Member,Board Member,Eva Nygren,Sweden (predicted),1955,Arts,Female,
Troax Group,Board of Directors,Board Member,Board Member,Board Member,Fredrik Hansson,Sweden (predicted),1971,Business,Male,
Troax Group,Board of Directors,Board Member,Board Member,Board Member,Bertil Persson,Sweden (predicted),1961,Business,Male,
Troax Group,Board of Directors,Board Member,Board Member,Board Member,Marie Landfors,Sweden (predicted),1965,Engineering,Female,
Troax Group,Executive Management,President and CEO,CEO,CEO,Martin Nyström,Sweden (predicted),1984,"Engineering, Business",Male,
Troax Group,Executive Management,Managing Director & Regional Manager for Central Europe,Business Unit Head,Other: Business Unit Head,Wolfgang Falkenberg,Germany (predicted),1962,Business,Male,
Troax Group,Executive Management,Sales and Marketing Director & Regional Director for Southern Europe,Business Unit Head,"Comms and Marketing, Business Unit Head",Javier Garcia,Spain (predicted),1972,"Business, Engineering",Male,
